,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,income_encoded
31022,53,Private,239284,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
15413,44,State-gov,55395,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
14208,40,Federal-gov,171231,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K,0
3035,61,Private,208919,Masters,14,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K,1
33,30,Federal-gov,59951,Some-college,10,Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0
27397,32,Local-gov,114733,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K,0
9268,34,Local-gov,124827,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
23615,48,Private,159854,1st-4th,2,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
10234,27,Private,192283,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,38,United-States,<=50K,0
48379,50,Self-emp-not-inc,61735,Some-college,10,Married,Other-service,Husband,White,Male,0,0,25,United-States,>50K,1
33596,32,Private,234195,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
35234,34,Private,49325,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
17768,37,Private,178948,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,0
20581,33,Private,162930,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,Italy,<=50K,0
25989,61,Private,219886,Some-college,10,Married,Tech-support,Wife,White,Female,0,0,40,United-States,>50K,1
45149,22,Private,157541,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,0
6867,47,Private,359766,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,0
16375,41,Private,198196,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
40458,48,Private,123681,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1
43496,50,Self-emp-inc,193720,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,70,Greece,>50K,1
21580,17,Private,205726,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,0
1322,27,Private,190525,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,1
16312,17,Private,242773,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0
25615,20,Private,266467,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,0
4048,51,Self-emp-not-inc,240358,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,0
12872,39,Private,114251,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
25128,24,Private,176321,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
39472,31,Private,141118,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K,0
12557,34,Private,191834,Assoc-voc,11,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,0
1070,22,Local-gov,34029,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K,0
17775,69,Self-emp-not-inc,89477,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,14,United-States,<=50K,0
47723,58,Private,110820,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
967,55,Self-emp-not-inc,189721,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,0
29829,50,Private,46155,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,1
22675,53,Private,200190,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,1
24170,41,State-gov,47902,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,1
21355,23,Private,198992,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,0
13524,40,Private,169885,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
29251,28,Private,303440,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,1
24500,20,Private,138938,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K,0
36860,63,Local-gov,214275,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,55,United-States,<=50K,0
46891,23,Private,122797,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0
35254,57,Private,187138,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
31682,52,Private,170562,12th,8,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
42191,37,Private,185068,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,20,Puerto-Rico,<=50K,0
3884,51,Local-gov,116286,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1
47706,34,Private,185216,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
26863,37,Self-emp-inc,86459,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,<=50K,0
40867,32,Private,219553,11th,7,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,0
47220,31,Private,178664,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
42765,48,Private,355978,HS-grad,9,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0
12341,29,Private,272913,HS-grad,9,Married,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K,0
28587,44,Private,219591,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0
30408,33,Private,225507,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,0
27816,33,Self-emp-not-inc,108438,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
31394,39,Self-emp-not-inc,147850,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,0
12821,50,Private,222020,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
43997,21,Private,116657,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0
22918,60,Private,174486,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
5371,25,Private,206343,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K,0
47519,41,Private,174373,HS-grad,9,Married,Sales,Husband,White,Male,0,0,30,United-States,>50K,1
10449,17,Private,191910,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,0
36499,44,Private,167333,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,0
15873,58,Private,314153,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
31386,48,Self-emp-not-inc,28791,HS-grad,9,Married,Sales,Wife,White,Female,0,0,50,United-States,<=50K,0
37392,41,Private,165815,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0
17074,17,Private,176467,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K,0
47498,20,Private,120046,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K,0
41683,59,Private,75541,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
5628,31,Private,120460,Some-college,10,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,1
29196,19,Private,201178,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
16729,45,Private,77085,Bachelors,13,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,>50K,1
7988,41,Private,166740,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
2049,24,Private,99386,Bachelors,13,Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,0
15675,38,Private,135416,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0
23588,19,Private,60661,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States,<=50K,0
22568,41,Private,163322,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,36,United-States,<=50K,0
19755,31,Private,56510,Some-college,10,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0
22289,41,Self-emp-not-inc,95708,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,>50K,1
36076,63,Self-emp-not-inc,33487,7th-8th,4,Married,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K,1
33310,49,Federal-gov,252616,HS-grad,9,Married,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,0
29077,33,Private,709798,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1
4104,30,Self-emp-inc,68330,Some-college,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0
7471,19,Private,331556,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
26734,30,Private,275632,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,0
41986,24,Private,160261,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,France,<=50K,0
23518,41,Private,306405,Some-college,10,Married,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K,0
19530,30,Local-gov,181091,Bachelors,13,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0
39580,18,Private,416541,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K,0
7845,36,Private,156400,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
47810,45,Private,155478,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,0
20552,33,Local-gov,220430,Bachelors,13,Married,Protective-serv,Husband,Black,Male,0,0,70,United-States,>50K,1
13241,41,Local-gov,47902,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1
12083,56,Private,314727,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K,1
39717,31,Private,284889,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,41,United-States,<=50K,0
45096,53,State-gov,101238,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
1411,43,Self-emp-inc,196945,HS-grad,9,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,78,Thailand,<=50K,0
15372,59,Local-gov,223215,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,42,United-States,<=50K,0
32465,66,Private,269665,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K,0
30012,35,Private,108140,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
31254,36,Private,143123,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1
8457,23,Private,118693,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,0
42882,41,Private,197907,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0
14557,22,Private,359759,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines,<=50K,0
25742,40,Private,53835,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K,1
14075,18,Private,165532,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,0
47660,51,Private,229259,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1
27047,36,Private,160035,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1
26090,17,Self-emp-not-inc,174120,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,0
27887,23,Private,455361,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Guatemala,<=50K,0
47674,29,Private,260346,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,0
18914,54,Local-gov,129972,Assoc-voc,11,Married,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K,1
3783,33,Self-emp-not-inc,131568,HS-grad,9,Married,Sales,Husband,White,Male,0,0,66,United-States,<=50K,0
12109,46,Private,120131,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,30,United-States,>50K,1
7290,39,State-gov,201105,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K,1
5739,20,Private,329530,9th,5,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,Mexico,<=50K,0
3793,19,Private,52372,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,0
13773,36,Private,163290,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0
11946,60,Private,166386,11th,7,Married,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong,<=50K,0
13948,38,Private,52596,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,0
48093,33,Private,137421,Prof-school,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35,Japan,<=50K,0
41153,21,Private,327797,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
11899,39,Private,167140,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0
23559,31,Private,34374,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
8434,23,Private,137214,HS-grad,9,Married,Sales,Husband,Black,Male,0,0,37,United-States,<=50K,0
35465,35,Private,147548,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,0
7676,40,Private,235786,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,1
15975,57,Private,32365,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
28110,34,Self-emp-inc,157466,HS-grad,9,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,0
10732,32,Self-emp-not-inc,134727,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
30648,29,State-gov,118520,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,42,United-States,<=50K,0
14998,34,Private,164748,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
25231,19,Self-emp-inc,148955,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,35,South,<=50K,0
17348,44,Private,215468,Bachelors,13,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,7,United-States,<=50K,0
19578,28,Federal-gov,188278,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
37619,51,Private,143822,HS-grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K,1
43894,42,State-gov,99185,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,0
8622,21,Private,115895,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0
47872,24,Private,456430,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
36953,64,Private,213391,9th,5,Married,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K,0
15829,44,Private,92649,HS-grad,9,Married,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K,1
23182,59,Self-emp-not-inc,128105,HS-grad,9,Married,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K,0
2753,43,Private,125461,Bachelors,13,Married,Sales,Husband,White,Male,0,0,65,United-States,>50K,1
23191,30,Private,159888,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K,1
12248,42,Federal-gov,198316,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
5445,32,Private,194141,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K,0
26640,17,Private,98005,11th,7,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K,0
18517,20,Private,173851,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0
11662,47,Federal-gov,329205,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,0
6681,34,Private,115488,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
38735,75,Self-emp-not-inc,343631,HS-grad,9,Married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,15,United-States,<=50K,0
36327,42,Private,194636,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0
48502,19,Private,112780,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0
35947,25,Self-emp-not-inc,136309,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0
6031,61,Self-emp-inc,227232,Bachelors,13,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
20542,30,Private,228406,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
5503,21,Private,221955,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,<=50K,0
22886,28,Private,398918,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
28588,63,Private,30270,7th-8th,4,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
30386,21,Private,115420,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
2282,31,Private,219509,HS-grad,9,Married,Other-service,Husband,White,Male,0,0,40,Mexico,>50K,1
153,21,Private,296158,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,0
14697,24,Private,237386,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K,0
32316,23,Federal-gov,173851,HS-grad,9,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,8,United-States,<=50K,0
5675,38,State-gov,352628,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
47091,24,Private,200121,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
27362,35,Private,35330,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
45910,42,Private,159449,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
30510,23,Private,417605,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,0
